category,price,currency,price_1m2,title,address,floor,area,title_deed,repair,mortgage,url,room_number
Yeni tikili,215 000,AZN,3 410 AZN/m²,"Satılır 2 otaqlı yeni tikili 63 m², Ağ şəhər q.",8 Noyabr pr.,2 / 6,63 m²,yoxdur,yoxdur,,https://bina.az/items/3843759,2
Yeni tikili,240 000,AZN,2 000 AZN/m²,"Satılır 3 otaqlı yeni tikili 120 m², Nizami m.",Naxçıvanski küç.,16 / 16,120 m²,var,var,var,https://bina.az/items/3843754,3
Yeni tikili,159 000,AZN,2 890 AZN/m²,"Satılır 2 otaqlı yeni tikili 55 m², Nərimanov r.",Tələt Şıxəliyev küç,5 / 17,55 m²,yoxdur,var,,https://bina.az/items/3843766,2
Yeni tikili,297 000,AZN,2 220 AZN/m²,"Satılır 3 otaqlı yeni tikili 134 m², Nərimanov r.",Təbriz k.,8 / 16,134 m²,yoxdur,yoxdur,,https://bina.az/items/3843753,3
Yeni tikili,255 000,AZN,1 730 AZN/m²,"Satılır 3 otaqlı yeni tikili 147 m², Azadlıq Prospekti m.",Cəfər Xəndan küçəsi,10 / 20,147 m²,var,var,,https://bina.az/items/3843758,3
Köhnə tikili,105 000,AZN,2 840 AZN/m²,"Satılır 1 otaqlı köhnə tikili 37 m², Nəriman Nərimanov m.",Y.V.Çəmənzəmənli,5 / 5,37 m²,var,var,,https://bina.az/items/3843765,1
Yeni tikili,270 000,AZN,2 520 AZN/m²,"Satılır 3 otaqlı yeni tikili 107 m², 8 Noyabr m.",Ənvər Hüseynov,4 / 16,107 m²,var,var,,https://bina.az/items/3843744,3
Yeni tikili,330 000,AZN,2 360 AZN/m²,"Satılır 3 otaqlı yeni tikili 140 m², Şah İsmayıl Xətai m.",Xocalı pr,12 / 17,140 m²,var,var,,https://bina.az/items/3774345,3
Yeni tikili,202 000,AZN,2 730 AZN/m²,"Satılır 2 otaqlı yeni tikili 74 m², 8 Noyabr m.",Həsən Əliyev küç.,8 / 12,74 m²,var,var,,https://bina.az/items/3843755,2
Yeni tikili,139 000,AZN,1 780 AZN/m²,"Satılır 2 otaqlı yeni tikili 78 m², İnşaatçılar m.",Dadaş Bünyadzadə küç.,3 / 11,78 m²,var,var,,https://bina.az/items/3834141,2
Yeni tikili,220 000,AZN,1 250 AZN/m²,"Satılır 4 otaqlı yeni tikili 176 m², İnşaatçılar m.",Həsən bəy Zərdabi pr.,19 / 21,176 m²,yoxdur,yoxdur,,https://bina.az/items/3784453,4
Yeni tikili,355 000,AZN,2 110 AZN/m²,"Satılır 4 otaqlı yeni tikili 168 m², Elmlər Akademiyası m.",Abbas Mirzə Şərifzadə küçəsi.,14 / 17,168 m²,var,var,var,https://bina.az/items/3843749,4
Yeni tikili,170 000,AZN,1 830 AZN/m²,"Satılır 2 otaqlı yeni tikili 93 m², Həzi Aslanov m.",Əliağa Şıxlinski küç.,11 / 17,93 m²,var,var,,https://bina.az/items/3843730,2
Yeni tikili,490 000,AZN,1 750 AZN/m²,"Satılır 5 otaqlı yeni tikili 280 m², Memar Əcəmi m.",Cavadxan küçəsi,14 / 15,280 m²,var,var,var,https://bina.az/items/3746924,5
Yeni tikili,82 000,AZN,1 410 AZN/m²,"Satılır 2 otaqlı yeni tikili 58 m², Lökbatan q.",Lökbatan yolu 24h,3 / 12,58 m²,var,var,var,https://bina.az/items/3543833,2
Yeni tikili,145 000,AZN,2 230 AZN/m²,"Satılır 2 otaqlı yeni tikili 65 m², Memar Əcəmi m.",Hüseynbalа Əliyev küçəsi,2 / 18,65 m²,var,var,var,https://bina.az/items/3774005,2
Yeni tikili,293 000,AZN,1 890 AZN/m²,"Satılır 4 otaqlı yeni tikili 155 m², Həzi Aslanov m.",Gəncə prospekti,4 / 20,155 m²,var,var,,https://bina.az/items/3843742,4
Yeni tikili,275 000,AZN,2 120 AZN/m²,"Satılır 3 otaqlı yeni tikili 130 m², İnşaatçılar m.",Şərifzadə küç,5 / 14,130 m²,var,yoxdur,,https://bina.az/items/3530557,3
Yeni tikili,305 000,AZN,2 060 AZN/m²,"Satılır 3 otaqlı yeni tikili 148 m², 8 Noyabr m.",Tbilisi prospekti.,13 / 27,148 m²,var,yoxdur,,https://bina.az/items/3774414,3
Yeni tikili,250 000,AZN,2 270 AZN/m²,"Satılır 3 otaqlı yeni tikili 110 m², Nizami r.",Özbəkistan küçəsi 7,4 / 17,110 m²,var,var,,https://bina.az/items/3843740,3
Yeni tikili,378 000,AZN,3 600 AZN/m²,"Satılır 3 otaqlı yeni tikili 105 m², Ağ şəhər q.",1-Ci yaşıl ada küç,6 / 8,105 m²,yoxdur,yoxdur,,https://bina.az/items/3245990,3
Yeni tikili,169 000,AZN,2 410 AZN/m²,"Satılır 2 otaqlı yeni tikili 70 m², 8 Noyabr m.",Ənvər Hüseynov küç,5 / 18,70 m²,var,var,var,https://bina.az/items/3843739,2
Yeni tikili,147 000,AZN,2 330 AZN/m²,"Satılır 2 otaqlı yeni tikili 63 m², Qara Qarayev m.",Bəkir Çobanzadə küç,10 / 16,63 m²,yoxdur,var,,https://bina.az/items/3686109,2
Yeni tikili,409 000,AZN,2 880 AZN/m²,"Satılır 3 otaqlı yeni tikili 142 m², Şah İsmayıl Xətai m.",F.Qəmbərov küçəsi,18 / 18,142 m²,var,var,,https://bina.az/items/3819872,3
Yeni tikili,239 000,AZN,1 770 AZN/m²,"Satılır 3 otaqlı yeni tikili 135 m², İnşaatçılar m.",Dadaş Bünyadzadə küçəsi,6 / 12,135 m²,var,var,var,https://bina.az/items/3689012,3
Yeni tikili,483 000,AZN,2 420 AZN/m²,"Satılır 4 otaqlı yeni tikili 200 m², Nizami m.",Cəfər Cabbarlı küçəsi,8 / 17,200 m²,var,var,,https://bina.az/items/3843733,4
Köhnə tikili,83 000,AZN,1 660 AZN/m²,"Satılır 1 otaqlı köhnə tikili 50 m², İnşaatçılar m.",Əsəd Əhmədov küçəsi,7 / 9,50 m²,var,var,var,https://bina.az/items/3837823,1
Yeni tikili,400 000,AZN,2 110 AZN/m²,"Satılır 3 otaqlı yeni tikili 190 m², 28 May m.",İzzət Həmidov küçəsi,5 / 19,190 m²,var,var,,https://bina.az/items/3657302,3
Yeni tikili,320 000,AZN,2 460 AZN/m²,"Satılır 3 otaqlı yeni tikili 130 m², 8 Noyabr m.",Tbilisi prospekti,4 / 14,130 m²,var,var,var,https://bina.az/items/3767810,3
Yeni tikili,135 000,AZN,1 410 AZN/m²,"Satılır 3 otaqlı yeni tikili 96 m², İnşaatçılar m.",Əsəd Əhmədov küç.,15 / 16,96 m²,var,var,,https://bina.az/items/3843724,3
Yeni tikili,689 000,AZN,2 760 AZN/m²,"Satılır 3 otaqlı yeni tikili 250 m², 8 Noyabr m.",Tblisi prospekti,17 / 24,250 m²,var,var,var,https://bina.az/items/3343131,3
Yeni tikili,150 000,AZN,1 580 AZN/m²,"Satılır 3 otaqlı yeni tikili 95 m², İnşaatçılar m.",Əsəd Əhmədov küç 41,3 / 12,95 m²,var,var,,https://bina.az/items/3355778,3
Köhnə tikili,310 000,AZN,3 880 AZN/m²,"Satılır 2 otaqlı köhnə tikili 80 m², Sahil m.",S .Vurğun küç,2 / 5,80 m²,var,var,,https://bina.az/items/3727960,2
Yeni tikili,185 000,AZN,2 100 AZN/m²,"Satılır 2 otaqlı yeni tikili 88 m², Nəsimi r.",Möhsün Sənani küç,6 / 16,88 m²,var,yoxdur,var,https://bina.az/items/3780718,2
Yeni tikili,175 000,AZN,1 940 AZN/m²,"Satılır 3 otaqlı yeni tikili 90 m², 8-ci kilometr q.",E.Suleymanov küçəsi.,11 / 16,90 m²,var,var,,https://bina.az/items/3495441,3
Yeni tikili,299 000,AZN,2 340 AZN/m²,"Satılır 3 otaqlı yeni tikili 128 m², Qara Qarayev m.",Şirin Mirzəyev küçesi,4 / 17,128 m²,yoxdur,var,,https://bina.az/items/3678952,3
Yeni tikili,220 000,AZN,2 320 AZN/m²,"Satılır 2 otaqlı yeni tikili 95 m², Nəsimi r.",M.Sənani küçəsi,18 / 20,95 m²,var,var,var,https://bina.az/items/3843705,2
Köhnə tikili,132 000,AZN,2 060 AZN/m²,"Satılır 3 otaqlı köhnə tikili 64 m², Xalqlar Dostluğu m.",Bəhruz Nuriyev küçəsi. 79,9 / 9,64 m²,var,var,var,https://bina.az/items/3774527,3
Yeni tikili,297 000,AZN,2 700 AZN/m²,"Satılır 3 otaqlı yeni tikili 110 m², Nəsimi r.",Nəsib bəy Yusifbəyli küçəsi,6 / 17,110 m²,var,var,,https://bina.az/items/3843722,3
Yeni tikili,181 000,AZN,1 870 AZN/m²,"Satılır 3 otaqlı yeni tikili 97 m², Həzi Aslanov m.",Məhəmməd Hadi küç.,2 / 17,97 m²,yoxdur,var,,https://bina.az/items/3670921,3
Yeni tikili,165 000,AZN,2 700 AZN/m²,"Satılır 2 otaqlı yeni tikili 61 m², İnşaatçılar m.",H.Zərdabi pr. 81,4 / 16,61 m²,yoxdur,var,,https://bina.az/items/3376789,2
Yeni tikili,360 000,AZN,2 480 AZN/m²,"Satılır 3 otaqlı yeni tikili 145 m², 28 May m.",Rəşid Behbudov küç.,7 / 17,145 m²,var,var,var,https://bina.az/items/3745179,3
Yeni tikili,132 000,AZN,2 160 AZN/m²,"Satılır 1 otaqlı yeni tikili 61 m², 8 Noyabr m.",Səməd Vurğun 2,5 / 16,61 m²,yoxdur,yoxdur,,https://bina.az/items/3843702,1
Yeni tikili,189 000,AZN,1 450 AZN/m²,"Satılır 4 otaqlı yeni tikili 130 m², Neftçilər m.",Naxçıvanski küç.,2 / 9,130 m²,var,var,var,https://bina.az/items/3568445,4
Yeni tikili,379 000,AZN,1 900 AZN/m²,"Satılır 4 otaqlı yeni tikili 200 m², Nəsimi r.",Vladislav Plotnikov küç.,10 / 14,200 m²,var,var,var,https://bina.az/items/3448930,4
Yeni tikili,155 000,AZN,1 820 AZN/m²,"Satılır 3 otaqlı yeni tikili 85 m², Yeni Yasamal q.",Kənar dairəvi yol 11,9 / 11,85 m²,var,var,var,https://bina.az/items/3774666,3
Köhnə tikili,125 000,AZN,1 920 AZN/m²,"Satılır 2 otaqlı köhnə tikili 65 m², Yasamal r.",Əsəd Əhmədov küçəsi,3 / 9,65 m²,var,var,,https://bina.az/items/3843714,2
Yeni tikili,370 000,AZN,2 470 AZN/m²,"Satılır 4 otaqlı yeni tikili 150 m², Şah İsmayıl Xətai m.",Xocalı prospekti,6 / 18,150 m²,yoxdur,var,,https://bina.az/items/3843713,4
Köhnə tikili,87 000,AZN,1 580 AZN/m²,"Satılır 3 otaqlı köhnə tikili 55 m², Xətai r.",Gəncə prospekti,8 / 9,55 m²,var,var,var,https://bina.az/items/3831947,3
Köhnə tikili,118 000,AZN,908 AZN/m²,"Satılır 4 otaqlı köhnə tikili 130 m², Xətai r.",Gəncə prospekti,1 / 9,130 m²,var,var,var,https://bina.az/items/3703799,4
Yeni tikili,220 000,AZN,2 020 AZN/m²,"Satılır 3 otaqlı yeni tikili 109 m², Şah İsmayıl Xətai m.",Babək prospekti,8 / 18,109 m²,var,var,var,https://bina.az/items/3816938,3
Yeni tikili,215 000,AZN,2 050 AZN/m²,"Satılır 3 otaqlı yeni tikili 105 m², 6-cı mikrorayon q.",Cavad Xan küçəsi,5 / 14,105 m²,var,var,var,https://bina.az/items/3843711,3
Köhnə tikili,170 000,AZN,1 620 AZN/m²,"Satılır 4 otaqlı köhnə tikili 105 m², Bakıxanov q.",Ramiz Qəmbərov küçəsi,5 / 5,105 m²,var,var,var,https://bina.az/items/3843710,4
Yeni tikili,97 999,AZN,1 400 AZN/m²,"Satılır 2 otaqlı yeni tikili 70 m², Masazır q.",Əliağa Vahid küç.,4 / 7,70 m²,var,var,var,https://bina.az/items/3843693,2
Yeni tikili,135 000,AZN,1 290 AZN/m²,"Satılır 3 otaqlı yeni tikili 105 m², Qaraçuxur q.",Yusif Eyvazov küç.,13 / 17,105 m²,var,var,,https://bina.az/items/3545073,3
Yeni tikili,365 000,AZN,1 620 AZN/m²,"Satılır 4 otaqlı yeni tikili 226 m², Şah İsmayıl Xətai m.",Fəzail Bayramov küçəsi,22 / 24,226 m²,var,var,var,https://bina.az/items/3843701,4
Yeni tikili,59 000,AZN,1 370 AZN/m²,"Satılır 2 otaqlı yeni tikili 43 m², Masazır q.",Masazır qəsəbəsi,9 / 9,43 m²,var,var,,https://bina.az/items/3843707,2
Köhnə tikili,105 000,AZN,2 100 AZN/m²,"Satılır 2 otaqlı köhnə tikili 50 m², Həzi Aslanov m.",Qədir Məmmədov küçəsi,4 / 9,50 m²,var,var,var,https://bina.az/items/3836709,2
Yeni tikili,380 000,AZN,2 590 AZN/m²,"Satılır 3 otaqlı yeni tikili 147 m², 28 May m.",Azadliq prospekti,8 / 16,147 m²,var,var,,https://bina.az/items/3843689,3
Köhnə tikili,170 000,AZN,1 680 AZN/m²,"Satılır 4 otaqlı köhnə tikili 101 m², Neftçilər m.",Qara Qarayev pr.,6 / 9,101 m²,var,var,var,https://bina.az/items/3804873,4
Köhnə tikili,170 000,AZN,1 550 AZN/m²,"Satılır 5 otaqlı köhnə tikili 110 m², Bakıxanov q.",Hüseyn Arablinski k.,4 / 5,110 m²,var,var,var,https://bina.az/items/3669455,5
Yeni tikili,207 000,AZN,1 880 AZN/m²,"Satılır 3 otaqlı yeni tikili 110 m², İnşaatçılar m.",Əsəd Əhmədov küçəsi 22a,10 / 12,110 m²,var,var,var,https://bina.az/items/3801359,3
Köhnə tikili,180 000,AZN,2 250 AZN/m²,"Satılır 3 otaqlı köhnə tikili 80 m², Nəsimi m.",Ali Ağa Ağayev  küçəsi 124,2 / 9,80 m²,var,var,,https://bina.az/items/3843688,3
Yeni tikili,205 000,AZN,1 740 AZN/m²,"Satılır 3 otaqlı yeni tikili 118 m², İnşaatçılar m.",Əsəd Əhmədov küç. 28,13 / 15,118 m²,yoxdur,var,,https://bina.az/items/3812587,3
Yeni tikili,255 000,AZN,1 880 AZN/m²,"Satılır 3 otaqlı yeni tikili 136 m², 8 Noyabr m.",Abdülvahab Salamzadə küçəsi.,10 / 14,136 m²,var,yoxdur,var,https://bina.az/items/3833633,3
Yeni tikili,500 000,AZN,2 390 AZN/m²,"Satılır 4 otaqlı yeni tikili 209 m², Şah İsmayıl Xətai m.",S.Orucov 65,3 / 7,209 m²,yoxdur,yoxdur,,https://bina.az/items/3653198,4
Yeni tikili,128 000,AZN,2 210 AZN/m²,"Satılır 2 otaqlı yeni tikili 58 m², İnşaatçılar m.",Xiyabani küçəsi 192,7 / 16,58 m²,yoxdur,var,,https://bina.az/items/3813641,2
Yeni tikili,188 000,AZN,1 940 AZN/m²,"Satılır 3 otaqlı yeni tikili 97 m², Yeni Yasamal q.",Kənar dairəvi yol 7,3 / 12,97 m²,var,var,,https://bina.az/items/3813700,3
Köhnə tikili,91 000,AZN,2 170 AZN/m²,"Satılır 2 otaqlı köhnə tikili 42 m², Memar Əcəmi m.",Hüseyn Seyidzadə küç,4 / 5,42 m²,var,,,https://bina.az/items/3843697,2
Köhnə tikili,124 000,AZN,2 340 AZN/m²,"Satılır 2 otaqlı köhnə tikili 53 m², Şah İsmayıl Xətai m.",Afiyəddin Cəlilov küç.,3 / 4,53 m²,var,var,,https://bina.az/items/3666160,2
Yeni tikili,179 000,AZN,1 750 AZN/m²,"Satılır 3 otaqlı yeni tikili 102 m², Neftçilər m.",Mehdi Abbasov küç.,15 / 17,102 m²,yoxdur,var,,https://bina.az/items/3843651,3
Yeni tikili,142 000,AZN,1 730 AZN/m²,"Satılır 3 otaqlı yeni tikili 82 m², İnşaatçılar m.",Dadaş Bünyadzadə küç. 12,7 / 12,82 m²,var,var,var,https://bina.az/items/3645946,3
Köhnə tikili,145 000,AZN,2 200 AZN/m²,"Satılır 2 otaqlı köhnə tikili 66 m², Memar Əcəmi m.",Mir Cəlal küç,7 / 9,66 m²,var,var,var,https://bina.az/items/3836948,2
Yeni tikili,186 000,AZN,1 980 AZN/m²,"Satılır 2 otaqlı yeni tikili 94 m², Şah İsmayıl Xətai m.",Nəcəfqulu Rəfiyev küçəsi.,10 / 20,94 m²,yoxdur,yoxdur,,https://bina.az/items/3644616,2
Yeni tikili,160 000,AZN,2 440 AZN/m²,"Satılır 2 otaqlı yeni tikili 65.5 m², Yasamal q.",Tbilisi pr.,18 / 27,65.5 m²,var,yoxdur,var,https://bina.az/items/2890082,2
Köhnə tikili,120 000,AZN,2 000 AZN/m²,"Satılır 2 otaqlı köhnə tikili 60 m², Həzi Aslanov m.",Ilqar Zülfüqarov k.,3 / 9,60 m²,var,var,,https://bina.az/items/3843681,2
Yeni tikili,360 000,AZN,2 670 AZN/m²,"Satılır 3 otaqlı yeni tikili 135 m², Şah İsmayıl Xətai m.",Sabit Orucov k.,19 / 20,135 m²,var,var,var,https://bina.az/items/3699543,3
Köhnə tikili,155 000,AZN,1 550 AZN/m²,"Satılır 4 otaqlı köhnə tikili 100 m², Yeni Günəşli q.",Elçin İsmayılov küç,6 / 9,100 m²,var,var,,https://bina.az/items/3843675,4
Yeni tikili,195 000,AZN,2 710 AZN/m²,"Satılır 2 otaqlı yeni tikili 72 m², Nərimanov r.",Səttar Bəhlulzadə küç. 155A,8 / 10,72 m²,yoxdur,var,,https://bina.az/items/3839362,2
Yeni tikili,176 000,AZN,2 590 AZN/m²,"Satılır 3 otaqlı yeni tikili 68 m², Qara Qarayev m.",Özbəkistan küç. 7,14 / 16,68 m²,var,var,var,https://bina.az/items/3843650,3
Yeni tikili,335 000,AZN,3 130 AZN/m²,"Satılır 2 otaqlı yeni tikili 107 m², Nəsimi r.",Bül-Bül küçəsi,9 / 17,107 m²,var,var,var,https://bina.az/items/3780563,2
Yeni tikili,280 000,AZN,2 330 AZN/m²,"Satılır 3 otaqlı yeni tikili 120 m², Elmlər Akademiyası m.",Əbdürrəhim bəy Haqverdiyev küç,7 / 15,120 m²,var,var,,https://bina.az/items/3762372,3
Yeni tikili,195 000,AZN,1 950 AZN/m²,"Satılır 2 otaqlı yeni tikili 100 m², İnşaatçılar m.",Həsən bəy Zərdabi pr.,14 / 18,100 m²,var,var,,https://bina.az/items/3682296,2
Yeni tikili,225 000,AZN,2 250 AZN/m²,"Satılır 2 otaqlı yeni tikili 100 m², Şah İsmayıl Xətai m.",Babək pr.,11 / 19,100 m²,var,var,var,https://bina.az/items/3483761,2
Köhnə tikili,170 000,AZN,3 040 AZN/m²,"Satılır 2 otaqlı köhnə tikili 56 m², Nəsimi r.",Mərdanov Qardaşları küçəsi,4 / 5,56 m²,var,var,,https://bina.az/items/3843672,2
Yeni tikili,184 500,AZN,1 450 AZN/m²,"Satılır 4 otaqlı yeni tikili 127 m², Həzi Aslanov m.",Nəsrəddin Tusi küçəsi,14 / 17,127 m²,var,var,,https://bina.az/items/3822016,4
Köhnə tikili,91 000,AZN,2 170 AZN/m²,"Satılır 2 otaqlı köhnə tikili 42 m², Memar Əcəmi m.",Hüseyn Seyidzadə küç.,4 / 5,42 m²,var,var,,https://bina.az/items/3843647,2
Yeni tikili,260 000,AZN,2 260 AZN/m²,"Satılır 3 otaqlı yeni tikili 115 m², Şah İsmayıl Xətai m.",Xocalı pr.,2 / 16,115 m²,var,var,var,https://bina.az/items/3716135,3
Yeni tikili,135 000,AZN,1 500 AZN/m²,"Satılır 2 otaqlı yeni tikili 90 m², Həzi Aslanov m.",İlqar Zülfüqarov küçəsi,6 / 15,90 m²,var,var,,https://bina.az/items/3843667,2
Yeni tikili,355 000,AZN,2 370 AZN/m²,"Satılır 3 otaqlı yeni tikili 150 m², Ağ şəhər q.",Xocalı prospekti.,11 / 18,150 m²,var,var,,https://bina.az/items/3843666,3
Köhnə tikili,210 000,AZN,2 800 AZN/m²,"Satılır 3 otaqlı köhnə tikili 75 m², Şah İsmayıl Xətai m.",Mehdi Mehdizadə küç.,2 / 5,75 m²,var,var,var,https://bina.az/items/3765569,3
Yeni tikili,255 900,AZN,1 830 AZN/m²,"Satılır 3 otaqlı yeni tikili 140 m², Nəriman Nərimanov m.",Heydər Əliyev pr,15 / 16,140 m²,var,var,var,https://bina.az/items/3396258,3
Yeni tikili,65 000,AZN,1 380 AZN/m²,"Satılır 2 otaqlı yeni tikili 47 m², Ceyranbatan q.",Eko Park yaşayış massivi,1 / 9,47 m²,var,var,,https://bina.az/items/3843637,2
Yeni tikili,205 000,AZN,2 100 AZN/m²,"Satılır 3 otaqlı yeni tikili 97.5 m², Nəriman Nərimanov m.",Ağa Nemətulla küçəsi,4 / 15,97.5 m²,yoxdur,yoxdur,,https://bina.az/items/3843656,3
Yeni tikili,175 000,AZN,1 300 AZN/m²,"Satılır 3 otaqlı yeni tikili 134.8 m², Səbail r.",Mikayıl Müşfiq küçəsi,10 / 17,134.8 m²,var,yoxdur,,https://bina.az/items/3843655,3
Yeni tikili,310 000,AZN,2 820 AZN/m²,"Satılır 2 otaqlı yeni tikili 110 m², Nəsimi r.",Azadlıq prospekti,13 / 18,110 m²,var,var,var,https://bina.az/items/3843636,2
Yeni tikili,250 000,AZN,1 850 AZN/m²,"Satılır 3 otaqlı yeni tikili 135 m², 20 Yanvar m.",Şərifzadə 196,10 / 19,135 m²,var,var,,https://bina.az/items/3843641,3
Yeni tikili,110 000,AZN,1 550 AZN/m²,"Satılır 2 otaqlı yeni tikili 71 m², Qara Qarayev m.",Bəṣir Bünyadov küçəsi,6 / 14,71 m²,yoxdur,yoxdur,,https://bina.az/items/3805876,2
Köhnə tikili,106 000,AZN,1 930 AZN/m²,"Satılır 2 otaqlı köhnə tikili 55 m², 20 Yanvar m.",Asif Məhərrəmov küçəsi,2 / 5,55 m²,var,var,,https://bina.az/items/3843635,2
Köhnə tikili,300 000,AZN,2 070 AZN/m²,"Satılır 6 otaqlı köhnə tikili 145 m², Nəriman Nərimanov m.",Yusif Vəzir Cemenzeminli küçəsi,1 / 5,145 m²,var,var,,https://bina.az/items/3843634,6
Yeni tikili,320 000,AZN,2 250 AZN/m²,"Satılır 3 otaqlı yeni tikili 142 m², 28 May m.",Təbriz küçəsi 21,17 / 18,142 m²,var,var,,https://bina.az/items/3821994,3
Köhnə tikili,140 000,AZN,2 150 AZN/m²,"Satılır 3 otaqlı köhnə tikili 65 m², Nəriman Nərimanov m.",Z.Xəlil,2 / 4,65 m²,var,var,,https://bina.az/items/3843610,3
Yeni tikili,470 000,AZN,3 120 AZN/m²,"Satılır 3 otaqlı yeni tikili 150.5 m², İnşaatçılar m.",H. Cavid pr.,15 / 18,150.5 m²,var,var,var,https://bina.az/items/3843628,3
Köhnə tikili,170 000,AZN,2 270 AZN/m²,"Satılır 3 otaqlı köhnə tikili 75 m², Nəriman Nərimanov m.",Ə.Əliyev küç.,3 / 5,75 m²,var,var,,https://bina.az/items/3843553,3
Köhnə tikili,138 000,AZN,2 190 AZN/m²,"Satılır 3 otaqlı köhnə tikili 63 m², Həzi Aslanov m.",Cavanşir küç.,6 / 9,63 m²,var,var,,https://bina.az/items/3843623,3
Yeni tikili,213 000,AZN,2 130 AZN/m²,"Satılır 3 otaqlı yeni tikili 100 m², Bakıxanov q.",Arabkinski küçəsi,4 / 12,100 m²,var,var,,https://bina.az/items/3843622,3
Yeni tikili,250 000,AZN,3 130 AZN/m²,"Satılır 3 otaqlı yeni tikili 80 m², Gənclik m.",Ibrahim Pasa Dadasov küçəsi,15 / 16,80 m²,yoxdur,var,,https://bina.az/items/3749801,3
Yeni tikili,140 000,AZN,2 500 AZN/m²,"Satılır 2 otaqlı yeni tikili 56 m², Xətai r.",Gəncə pr.,14 / 19,56 m²,yoxdur,var,,https://bina.az/items/3843550,2
Köhnə tikili,74 000,AZN,1 320 AZN/m²,"Satılır 4 otaqlı köhnə tikili 56 m², Əmircan q.",Əmircan qəs.,2 / 5,56 m²,var,,var,https://bina.az/items/3843614,4
Yeni tikili,162 000,AZN,2 350 AZN/m²,"Satılır 1 otaqlı yeni tikili 69 m², Nəsimi r.",Mirəsədulla Mirqasımov,16 / 18,69 m²,yoxdur,yoxdur,,https://bina.az/items/3843607,1
Yeni tikili,290 000,AZN,3 020 AZN/m²,"Satılır 3 otaqlı yeni tikili 96 m², Elmlər Akademiyası m.",Zahid Xəlilov küçəsi 6,14 / 17,96 m²,var,var,,https://bina.az/items/3732814,3
Yeni tikili,178 000,AZN,2 510 AZN/m²,"Satılır 2 otaqlı yeni tikili 71 m², Nəriman Nərimanov m.",Əliyər Əliyev küçəsi,14 / 17,71 m²,var,var,var,https://bina.az/items/3702018,2
Yeni tikili,56 500,AZN,1 130 AZN/m²,"Satılır 2 otaqlı yeni tikili 50 m², Abşeron r.",Abşeron gənclər şəhərciyi,2 / 11,50 m²,var,var,var,https://bina.az/items/3843584,2
Köhnə tikili,175 000,AZN,1 750 AZN/m²,"Satılır 5 otaqlı köhnə tikili 100 m², Qara Qarayev m.",Tofiq Abbasov küç.,5 / 5,100 m²,var,var,,https://bina.az/items/3843548,5
Yeni tikili,145 000,AZN,2 070 AZN/m²,"Satılır 2 otaqlı yeni tikili 70 m², Həzi Aslanov m.",Qədir Məmmədov küçəsi.,6 / 17,70 m²,var,var,,https://bina.az/items/3843603,2
Yeni tikili,120 000,AZN,1 760 AZN/m²,"Satılır 2 otaqlı yeni tikili 68 m², Bakıxanov q.",Arablinski küç.,7 / 15,68 m²,var,yoxdur,,https://bina.az/items/3843546,2
Köhnə tikili,106 000,AZN,2 120 AZN/m²,"Satılır 2 otaqlı köhnə tikili 50 m², Neftçilər m.",Qara Qarayev prospekti,5 / 5,50 m²,var,var,var,https://bina.az/items/3822391,2
Yeni tikili,260 000,AZN,2 000 AZN/m²,"Satılır 2 otaqlı yeni tikili 130 m², Badamdar q.",Tofiq Məmmədov küç.,9 / 16,130 m²,var,var,var,https://bina.az/items/3843600,2
Yeni tikili,128 000,AZN,1 510 AZN/m²,"Satılır 3 otaqlı yeni tikili 85 m², Bakıxanov q.",Yavər Əliyev küçəsi.,13 / 19,85 m²,var,var,var,https://bina.az/items/3843599,3
Yeni tikili,89 600,AZN,1 600 AZN/m²,"Satılır 2 otaqlı yeni tikili 56 m², Xətai r.",Cavanşir küçəsi,8 / 16,56 m²,yoxdur,yoxdur,,https://bina.az/items/3774109,2
Yeni tikili,175 000,AZN,2 500 AZN/m²,"Satılır 2 otaqlı yeni tikili 70 m², Nizami m.",Cəfər Cabbarlı küçəsi,9 / 19,70 m²,var,var,,https://bina.az/items/3843620,2
Köhnə tikili,196 000,AZN,1 780 AZN/m²,"Satılır 3 otaqlı köhnə tikili 110 m², Nəsimi r.",S.Vurğun küç.,2 / 3,110 m²,var,var,,https://bina.az/items/3843544,3
Yeni tikili,257 000,AZN,2 500 AZN/m²,"Satılır 3 otaqlı yeni tikili 103 m², Nəriman Nərimanov m.",Həsənoğlu küç,2 / 15,103 m²,yoxdur,yoxdur,,https://bina.az/items/3749089,3
Yeni tikili,145 000,AZN,1 930 AZN/m²,"Satılır 3 otaqlı yeni tikili 75 m², Nərimanov r.",Aşıq Molla Cümə küç.,1 / 4,75 m²,var,var,,https://bina.az/items/3362652,3
Yeni tikili,176 800,AZN,2 600 AZN/m²,"Satılır 2 otaqlı yeni tikili 68 m², Nəriman Nərimanov m.",Həsənoğlu küç.,2 / 15,68 m²,yoxdur,yoxdur,,https://bina.az/items/3749109,2
Köhnə tikili,205 000,AZN,1 370 AZN/m²,"Satılır 3 otaqlı köhnə tikili 150 m², Nəriman Nərimanov m.",Əhməd Rəcəbli küçəsi,1 / 5,150 m²,var,var,var,https://bina.az/items/3843619,3
Yeni tikili,306 000,AZN,2 110 AZN/m²,"Satılır 3 otaqlı yeni tikili 145 m², Nizami m.",Sarabski küç.,13 / 16,145 m²,yoxdur,yoxdur,,https://bina.az/items/3843543,3
